Date,RIC,Earnings Per Share - Mean,Earnings Per Share - Standard Deviation,Earnings Per Share - Predicted Surprise PCT,Earnings Per Share - SmartEstimate®
2023-04-21,AEP.OQ,5.27561,0.04421,-0.456,5.25154
2023-04-21,AEP.OQ,5.27561,0.04421,,
2023-04-23,ACT.OQ,3.21775,0.16443,-1.309,3.17563
2023-04-23,AES.N,1.71875,0.03163,0.483,1.72705
2023-04-24,AA.N,1.2285,0.79293,-28.949,0.87287
2023-04-24,AAPL.OQ,5.94732,0.16765,0.052,5.95039
2023-04-24,ABBV.N,11.00146,0.28253,-0.548,10.94117
2023-04-24,ABR.N,1.668,0.41029,-3.341,1.61227
2023-04-24,ABT.N,4.39786,0.02434,0.004,4.39803
2023-04-24,ACI.N,2.79778,0.14351,0.776,2.81948
2023-04-24,ACLX.OQ,,,18.61,-0.2108
2023-04-25,ABBV.N,10.942,0.18373,-0.193,10.92087
2023-04-25,ABG.N,30.721,2.43286,1.18,31.08362
2023-04-25,ACA.N,2.15167,0.07712,0.409,2.16047
2023-04-25,ACHC.OQ,3.27342,0.05981,0.238,3.28121
2023-04-25,ADI.OQ,,,0.453,10.75897
2023-04-25,ADM.N,6.90175,0.29608,0.994,6.97032
2023-04-25,ADM.N,6.90175,0.29608,,
2023-04-26,AA.N,1.0501,0.74878,-17.032,0.87125
2023-04-26,AAPL.OQ,5.94718,0.16771,0.025,5.94866
2023-04-26,ABG.N,30.77725,2.50364,1.3,31.17746
2023-04-26,ACAD.OQ,-0.5151,0.13534,-3.385,-0.53253
2023-04-26,ACGL.OQ,5.88282,0.42233,0.467,5.91029
2023-04-26,ADM.N,,,1.003,6.97094
2023-04-26,ADP.OQ,8.15183,0.04498,0.025,8.15388
2023-04-26,ADUS.OQ,4.05714,0.08137,0.625,4.08248
2023-04-26,AEP.OQ,,,-0.532,5.24757
2023-04-27,ABBV.N,10.94814,0.18172,-0.189,10.92741
2023-04-27,ACAD.OQ,-0.51671,0.13479,-3.051,-0.53248
2023-04-27,ACGL.OQ,6.07646,0.41022,0.258,6.09212
2023-04-27,ACHC.OQ,3.29258,0.06991,0.377,3.30499
2023-04-27,ACLS.OQ,5.93583,0.19447,-0.488,5.90689
2023-04-27,ADC.N,1.734,0.06651,-0.741,1.72116
2023-04-27,ADM.N,6.87988,0.30349,0.278,6.89902
2023-04-27,ADP.OQ,8.16239,0.04218,0.049,8.16636
2023-04-27,ACGL.OQ,6.07646,0.41022,,
2023-04-28,AAL.OQ,2.58418,0.50709,6.905,2.7626
2023-04-28,ABBV.N,10.96648,0.18327,0.143,10.98218
2023-04-28,ABCB.N,4.67143,0.19563,-1.62,4.59575
2023-04-28,ACA.N,2.365,0.2946,1.242,2.39438
2023-04-28,ACAD.OQ,-0.52405,0.13397,-2.365,-0.53644
2023-04-28,ACGL.OQ,,,3.414,6.28391
2023-04-28,ACHC.OQ,3.30036,0.0659,0.083,3.30311
2023-04-28,ADM.N,6.86182,0.31965,0.546,6.89925
2023-04-28,ADP.OQ,8.1705,0.03044,-0.016,8.16917
2023-04-28,ADSK.OQ,7.22373,0.1009,0.505,7.26019
2023-04-29,ACAD.OQ,-0.53479,0.12878,-1.234,-0.54139
2023-04-29,ACHC.OQ,3.3004,0.06912,0.716,3.32404
2023-04-29,ACLS.OQ,5.959,0.20533,-0.58,5.92445
2023-04-29,AEIS.OQ,4.53086,0.34583,2.278,4.63405
2023-05-01,AA.N,1.0465,0.74829,-17.313,0.86532
2023-05-01,AAL.OQ,2.61413,0.51646,8.254,2.8299
2023-05-01,ABBV.N,10.94823,0.17269,-0.008,10.94735
2023-05-01,ABCB.N,4.535,0.19667,-2.026,4.4431
2023-05-01,ABG.N,31.31475,2.05092,1.786,31.87414
2023-05-01,ABNB.OQ,3.28844,0.31341,3.001,3.38712
2023-05-01,ACA.N,2.725,0.2959,5.232,2.86757
2023-05-01,ACGL.OQ,6.161,0.35946,1.439,6.24965
2023-05-01,ADP.OQ,8.16728,0.02457,0.033,8.16995
2023-05-01,AA.N,1.0465,0.74829,,
2023-05-01,ADP.OQ,8.16728,0.02457,,
2023-05-02,AA.N,,,-17.393,0.86448
2023-05-02,AAL.OQ,2.68777,0.61418,4.089,2.79766
2023-05-02,ABBV.N,10.97093,0.18116,-0.161,10.95322
2023-05-02,ABG.N,31.89971,1.43865,0.457,32.04541
2023-05-02,ACGL.OQ,6.21555,0.3972,1.149,6.28697
2023-05-02,ACHC.OQ,3.3094,0.04753,0.007,3.30962
2023-05-02,ADM.N,6.86917,0.30701,0.555,6.90727
2023-05-02,ADT.N,0.3692,0.03151,-1.956,0.36198
2023-05-02,ADUS.OQ,4.12857,0.12856,0.407,4.14539
2023-05-02,AEO.N,1.14255,0.05395,0.367,1.14674
2023-05-03,ADT.N,0.3534,0.03613,,
2023-05-03,AAL.OQ,2.67579,0.59341,3.176,2.76076
2023-05-03,AAOI.OQ,,,3.608,-0.45786
2023-05-03,ABBV.N,10.95527,0.18457,-0.139,10.93999
2023-05-03,ABCB.N,4.47071,0.18587,-1.183,4.41784
2023-05-03,ABNB.OQ,3.27465,0.31578,3.09,3.37583
2023-05-03,ADNT.N,2.019,0.22496,0.152,2.02207
2023-05-03,ADPT.OQ,-1.2094,0.08683,0.65,-1.20155
2023-05-03,ADT.N,0.3534,0.03613,-0.394,0.35201
2023-05-03,ADUS.OQ,4.15429,0.1242,-0.02,4.15346
2023-05-03,AEIS.OQ,4.63871,0.27773,1.834,4.72376
2023-05-03,AFG.N,11.886,0.3919,-0.762,11.79542
2023-05-04,AAOI.OQ,-0.64167,0.19985,-14.653,-0.73569
2023-05-04,AAON.OQ,1.76783,0.07554,1.177,1.78864
2023-05-04,AAPL.OQ,5.96579,0.13726,0.056,5.96913
2023-05-04,ABCB.N,4.41083,0.1233,0.159,4.41787
2023-05-04,ACA.N,2.85,0.1064,0.624,2.86779
2023-05-04,ACI.N,2.80316,0.14154,0.626,2.8207
2023-05-04,ACIW.OQ,0.984,0.10012,-0.339,0.98067
2023-05-04,ACLS.OQ,6.212,0.22921,0.461,6.24066
2023-05-04,ACLX.OQ,,,19.491,-0.20852
2023-05-04,ACT.OQ,3.28613,0.23289,-0.212,3.27917
2023-05-04,ADNT.N,1.819,0.203,-1.57,1.79044
2023-05-04,ADPT.OQ,-1.2334,0.05032,-0.129,-1.23499
2023-05-04,ADT.N,,,-3.761,0.34011
2023-05-04,ADUS.OQ,4.16,0.1275,0.266,4.17104
2023-05-04,AEE.N,4.36,0.01613,0.016,4.36404
2023-05-04,AEIS.OQ,4.632,0.23789,0.885,4.67301
2023-05-04,ACIW.OQ,0.984,0.10012,,
2023-05-04,ADPT.OQ,-1.2334,0.05032,,
2023-05-04,AEIS.OQ,4.632,0.23789,,
2023-05-05,AAOI.OQ,-0.94967,0.0213,0.611,-0.94386
2023-05-05,AAON.OQ,1.8095,0.10401,-0.206,1.80577
2023-05-05,AAPL.OQ,5.96421,0.1096,0.253,5.97928
2023-05-05,ABBV.N,10.95119,0.1794,-0.104,10.93983
2023-05-05,ABR.N,1.758,0.43623,-3.018,1.70494
2023-05-05,ABT.N,4.39696,0.02424,0.011,4.39744
2023-05-05,ACIW.OQ,,,-3.88,0.94583
2023-05-05,ACLS.OQ,6.397,0.05806,-0.015,6.39604
2023-05-05,ACMR.OQ,0.8852,0.21754,4.135,0.9218
2023-05-05,ACT.OQ,3.31738,0.24252,-0.018,3.31677
2023-05-05,ADNT.N,1.675,0.23804,-5.034,1.59068
2023-05-05,ADPT.OQ,,,-0.084,-1.23444
2023-05-05,ADT.N,0.3404,0.01737,0.614,0.34249
2023-05-05,AEIS.OQ,,,0.929,4.67502
2023-05-05,AFG.N,11.6,0.10801,-0.192,11.57773
2023-05-07,ADPT.OQ,-1.2304,0.05013,-0.267,-1.23369
2023-05-07,AEE.N,4.36222,0.01548,-0.002,4.36658
2023-05-07,AEHR.OQ,,,-2.609,0.56
2023-05-08,AA.N,1.0465,0.74829,-17.895,0.85923
2023-05-08,AAL.OQ,2.69673,0.4965,2.275,2.75807
2023-05-08,AAON.OQ,1.86117,0.05735,-0.467,1.85248
2023-05-08,AAPL.OQ,5.95763,0.1386,0.255,5.9728
2023-05-08,ABBV.N,10.9646,0.17735,-0.165,10.94651
2023-05-08,ABG.N,31.64975,1.49946,0.832,31.91308
2023-05-08,ABNB.OQ,3.26164,0.31725,2.903,3.35633
2023-05-08,ABR.N,1.975,0.04924,0.115,1.97728
2023-05-08,ABT.N,4.39839,0.02465,0.002,4.39849
2023-05-08,ACAD.OQ,-0.53995,0.14298,-2.972,-0.55599
2023-05-08,ACLX.OQ,-0.677,2.24032,-14.925,-0.77804
2023-05-08,ACM.N,3.6962,0.0423,0.617,3.71899
2023-05-08,ACMR.OQ,0.8812,0.1719,11.253,0.98036
2023-05-08,ACN.N,11.5929,0.06481,-0.023,11.59023
2023-05-08,ACT.OQ,3.39863,0.28121,5.85,3.59743
2023-05-08,ADM.N,6.87923,0.29702,0.525,6.91534
2023-05-08,ADNT.N,1.627,0.21937,-2.967,1.57873
2023-05-08,AEO.N,1.148,0.05026,0.606,1.15496
2023-05-08,ACMR.OQ,0.8812,0.1719,,
2023-05-08,ACN.N,11.5929,0.06481,,
2023-05-09,ACLX.OQ,-1.982,1.8014,,
2023-05-09,AESI.N,2.60089,0.30831,,
2023-05-09,AAPL.OQ,5.96758,0.14148,0.069,5.97166
2023-05-09,ABBV.N,10.9646,0.17735,-0.166,10.94639
2023-05-09,ABNB.OQ,3.31042,0.36536,4.785,3.46883
2023-05-09,ACAD.OQ,-0.548,0.1405,1.557,-0.53947
2023-05-09,ACGL.OQ,6.22918,0.42063,1.382,6.31524
2023-05-09,ACLX.OQ,-1.982,1.8014,4.226,-1.89825
2023-05-09,ACM.N,3.70438,0.02709,0.011,3.7048
2023-05-09,ACT.OQ,3.43988,0.28205,4.547,3.59627
2023-05-09,ADC.N,1.74,0.06899,-0.359,1.73375
2023-05-09,ADEA.OQ,1.31567,0.00419,-0.091,1.31447
2023-05-09,ADI.OQ,10.71044,0.28074,0.556,10.76998
2023-05-09,AEO.N,1.13518,0.07154,0.904,1.14544
2023-05-09,AESI.N,2.60089,0.30831,0.914,2.62466
2023-05-09,AFG.N,11.7,0.19685,-0.547,11.63606
2023-05-10,AAP.N,,,0.884,10.68681
2023-05-10,ABBV.N,10.93393,0.15898,-0.061,10.92726
2023-05-10,ABCB.N,4.385,0.13052,0.203,4.3939
2023-05-10,ABNB.OQ,3.42273,0.37548,3.989,3.55927
2023-05-10,ABR.N,1.965,0.05679,-0.379,1.95756
2023-05-10,ACGL.OQ,6.25827,0.40986,0.862,6.3122
2023-05-10,ACLX.OQ,,,-17.849,-2.33577
2023-05-10,ACM.N,3.70488,0.02695,-0.003,3.70475
2023-05-10,ACMR.OQ,,,11.273,0.98053
2023-05-10,ACT.OQ,3.47386,0.28579,3.525,3.59631
2023-05-10,ACVA.N,-0.59,0.05326,0.634,-0.58626
2023-05-10,ADEA.OQ,1.33567,0.02951,0.356,1.34042
2023-05-10,AEIS.OQ,4.62967,0.25688,0.998,4.67589
2023-05-10,AESI.N,,,1.215,2.6325
2023-05-10,AEVA.OQ,-3.2375,0.33796,-2.326,-3.3128
2023-05-10,AFG.N,11.726,0.18359,-0.551,11.66141
2023-05-10,ABNB.OQ,3.42273,0.37548,,
2023-05-11,AA.N,1.06027,0.71479,,
2023-05-11,ACM.N,3.69843,0.02231,,
2023-05-11,ACVA.N,-0.54833,0.04828,,
2023-05-11,ADMA.OQ,-0.09,0.02236,,
2023-05-11,AEE.N,4.35667,0.00943,,
2023-05-11,AEVA.OQ,-3.2125,0.3049,,
2023-05-11,A.N,5.68689,0.02278,0.041,5.68924
2023-05-11,AA.N,1.06027,0.71479,-16.802,0.88212
2023-05-11,AAP.N,10.59757,0.56137,0.952,10.69848
2023-05-11,AAPL.OQ,5.96824,0.13943,0.065,5.97212
2023-05-11,ABBV.N,10.93744,0.15453,0.05,10.94286
2023-05-11,ABNB.OQ,,,4.448,3.57497
2023-05-11,ABR.N,1.9875,0.06016,0.274,1.99295
2023-05-11,ACAD.OQ,-0.54958,0.14001,1.985,-0.53867
2023-05-11,ACLX.OQ,,,-26.719,-2.51158
2023-05-11,ACM.N,3.69843,0.02231,0.021,3.69919
2023-05-11,ACVA.N,-0.54833,0.04828,1.298,-0.54122
2023-05-11,ADBE.OQ,15.4989,0.13694,0.257,15.53878
2023-05-11,ADMA.OQ,-0.09,0.02236,3.532,-0.08647
2023-05-11,AEE.N,4.35667,0.00943,-0.002,4.36827
2023-05-11,AESI.N,2.622,0.29383,2.279,2.68174
2023-05-11,AEVA.OQ,-3.2125,0.3049,-2.255,-3.28495
2023-05-12,AAL.OQ,2.7034,0.49717,2.117,2.76063
2023-05-12,AAP.N,10.59409,0.56437,0.831,10.6821
2023-05-12,ACHR.N,-1.28667,0.13098,0.678,-1.27794
2023-05-12,ACVA.N,,,1.783,-0.53856
2023-05-12,ADC.N,1.78,0.0,0.0,1.78
2023-05-12,ADM.N,6.87923,0.29702,0.538,6.91627
2023-05-12,ADMA.OQ,,,13.278,-0.07672
2023-05-12,ADNT.N,1.582,0.16816,0.243,1.58585
2023-05-12,ADP.OQ,,,0.032,8.16991
2023-05-12,AES.N,1.723,0.03288,0.239,1.72711
2023-05-12,AESI.N,2.55189,0.36463,-0.793,2.53165
2023-05-12,AEVA.OQ,,,-7.64,-3.45795
2023-05-14,ABNB.OQ,3.43273,0.36937,3.985,3.56951
2023-05-14,ACHR.N,-1.25667,0.09877,-0.166,-1.25876
2023-05-14,ACVA.N,-0.54333,0.0457,0.907,-0.53841
2023-05-14,AEO.N,1.13336,0.07139,0.997,1.14466
2023-05-15,AAP.N,10.54322,0.57678,0.913,10.63942
2023-05-15,ACAD.OQ,-0.54956,0.13611,1.094,-0.54355
2023-05-15,ACLX.OQ,-2.38556,1.40607,-5.373,-2.51373
2023-05-15,ACM.N,,,0.021,3.6992
2023-05-15,ACT.OQ,3.47463,0.26734,3.021,3.5796
2023-05-15,AEE.N,,,-0.001,4.3683
2023-05-15,AEIS.OQ,4.632,0.23789,0.967,4.6768
2023-05-15,AESI.N,2.57217,0.4012,0.025,2.57282
2023-05-16,A.N,5.68411,0.02026,0.002,5.68423
2023-05-16,AAL.OQ,2.69713,0.48664,4.069,2.80688
2023-05-16,ABNB.OQ,3.47182,0.36969,3.357,3.58835
2023-05-16,ACHC.OQ,3.29946,0.05516,-0.264,3.29074
2023-05-16,ADM.N,6.87692,0.29219,0.597,6.91795
2023-05-16,AESI.N,2.605,0.38745,-1.235,2.57282
2023-05-17,AAP.N,10.53622,0.57657,0.931,10.63434
2023-05-17,ABBV.N,10.97659,0.21679,-0.056,10.97049
2023-05-17,ACVA.N,-0.54333,0.0457,0.911,-0.53838
2023-05-17,ADM.N,6.87769,0.29329,0.652,6.92255
2023-05-17,ADSK.OQ,7.22373,0.1009,0.561,7.26423
2023-05-17,AESI.N,2.58375,0.36789,1.117,2.61261
2023-05-18,ACLX.OQ,-2.388,1.33393,,
2023-05-18,ABBV.N,10.93744,0.15453,0.05,10.94295
2023-05-18,ABCB.N,4.36643,0.13889,0.156,4.37324
2023-05-18,ACLX.OQ,-2.388,1.33393,-3.069,-2.46129
2023-05-18,ADC.N,1.78667,0.00943,0.221,1.79061
2023-05-18,ADSK.OQ,7.22258,0.1019,0.49,7.25799
2023-05-18,AEO.N,1.126,0.06985,0.998,1.13724
2023-05-18,AES.N,1.72333,0.03464,0.35,1.72936
2023-05-19,ABBV.N,10.94877,0.15661,0.019,10.95085
2023-05-19,ADI.OQ,10.73833,0.27675,0.572,10.79975
2023-05-19,AES.N,1.72,0.03435,0.545,1.72937
2023-05-21,AA.N,,,-17.687,0.87274
2023-05-22,AAL.OQ,2.74088,0.45226,,
2023-05-22,AES.N,1.72,0.03275,,
2023-05-22,AAL.OQ,2.74088,0.45226,3.32,2.83186
2023-05-22,AAPL.OQ,5.96647,0.14028,0.02,5.96766
2023-05-22,ABBV.N,10.95524,0.14649,0.029,10.95836
2023-05-22,ABNB.OQ,3.45004,0.37571,4.109,3.59181
2023-05-22,ACAD.OQ,-0.54789,0.13664,1.014,-0.54233
2023-05-22,ADI.OQ,10.75537,0.27939,0.89,10.85112
2023-05-22,ADM.N,6.87243,0.28326,0.457,6.90386
2023-05-22,AEE.N,4.3575,0.00829,0.0,4.36715
2023-05-22,AES.N,1.72,0.03275,0.447,1.72768
2023-05-23,A.N,5.64278,0.03679,-0.057,5.63959
2023-05-23,AAP.N,10.63923,0.32169,0.353,10.67675
2023-05-23,ABM.N,3.49857,0.05303,0.587,3.51911
2023-05-23,ABT.N,4.39846,0.02413,0.002,4.39855
2023-05-23,ACN.N,,,-0.032,11.5892
2023-05-23,ADSK.OQ,7.22185,0.10152,0.508,7.25852
2023-05-23,AEP.OQ,5.27659,0.04449,-0.552,5.24746
2023-05-23,ABT.N,4.39846,0.02413,,
2023-05-24,A.N,5.6175,0.02388,-0.109,5.61139
2023-05-24,ABT.N,,,0.002,4.39855
2023-05-24,ACGL.OQ,6.26464,0.41023,0.872,6.31925
2023-05-24,ADI.OQ,10.63415,0.2978,0.041,10.63845
2023-05-24,ADSK.OQ,7.22585,0.10169,0.503,7.26217
2023-05-24,AEO.N,1.07855,0.07395,-0.521,1.07292
2023-05-25,ACM.N,3.69986,0.02268,,
2023-05-25,A.N,5.61417,0.0185,-0.045,5.61164
2023-05-25,AAPL.OQ,5.97059,0.14636,0.018,5.97165
2023-05-25,ACM.N,3.69986,0.02268,0.021,3.70061
2023-05-25,ADI.OQ,10.54565,0.21339,0.227,10.56963
2023-05-25,ADSK.OQ,7.26541,0.09212,0.382,7.29315
2023-05-25,AEO.N,1.03982,0.08102,-3.136,1.00721
2023-05-26,AAL.OQ,,,3.392,2.83384
2023-05-26,AAPL.OQ,5.97143,0.14433,0.015,5.97233
2023-05-26,ABBV.N,10.95494,0.14237,0.028,10.95799
2023-05-26,ABT.N,,,-0.023,4.39747
2023-05-26,ACIW.OQ,0.986,0.0981,-4.381,0.9428
2023-05-26,ADI.OQ,10.55142,0.21003,0.157,10.56795
2023-05-26,ADSK.OQ,7.28907,0.06782,-0.027,7.28714
2023-05-30,A.N,5.61147,0.01522,0.003,5.61164
2023-05-30,AA.N,,,-18.568,0.86341
2023-05-30,AAL.OQ,2.77688,0.48142,4.046,2.88924
2023-05-30,ADSK.OQ,7.28648,0.0656,0.048,7.29
2023-05-30,AEIS.OQ,4.606,0.24479,1.081,4.65581
2023-05-30,AEO.N,1.00618,0.05038,0.502,1.01123
2023-05-31,AAL.OQ,2.80282,0.52151,,
2023-05-31,A.N,5.6125,0.01539,0.003,5.61267
2023-05-31,AAL.OQ,2.80282,0.52151,4.903,2.94025
2023-05-31,AAP.N,8.74361,2.32395,-1.259,8.63355
2023-05-31,ABBV.N,10.94416,0.14594,0.076,10.95245
2023-05-31,ABM.N,3.50125,0.05011,0.531,3.51984
2023-05-31,ABNB.OQ,3.45004,0.37571,4.273,3.59745
2023-05-31,ADI.OQ,10.51946,0.17508,0.474,10.56934
2023-05-31,ADSK.OQ,7.28762,0.06658,0.032,7.28998
2023-05-31,AEP.OQ,5.27835,0.04479,-0.512,5.25131
2023-06-01,AAL.OQ,,,6.049,2.97237
2023-06-01,AAP.N,7.13913,2.07582,-16.606,5.95361
2023-06-01,AAPL.OQ,5.97167,0.14232,0.017,5.97265
2023-06-01,ABNB.OQ,3.46296,0.37298,4.175,3.60753
2023-06-01,ABR.N,1.996,0.05643,0.318,2.00234
2023-06-01,ACHC.OQ,3.29309,0.05866,-0.319,3.28259
2023-06-01,ACIW.OQ,0.936,0.13124,-4.643,0.89254
2023-06-01,ACVA.N,-0.5425,0.04585,0.98,-0.53718
2023-06-01,ADBE.OQ,15.49863,0.1392,0.327,15.54931
2023-06-01,ADP.OQ,8.16953,0.02575,0.025,8.17154
2023-06-01,ADSK.OQ,7.29112,0.06551,-0.016,7.28996
2023-06-01,AEE.N,4.356,0.008,-0.041,4.36319
2023-06-02,AA.N,0.97691,0.75397,,
2023-06-02,ACN.N,11.5939,0.06522,,
2023-06-02,AA.N,0.97691,0.75397,-17.176,0.80912
2023-06-02,AAL.OQ,2.82906,0.52485,6.794,3.02127
2023-06-02,AAP.N,6.94329,1.94844,-14.378,5.94497
2023-06-02,AAPL.OQ,5.97139,0.14226,0.021,5.97263
2023-06-02,ABBV.N,10.94745,0.14296,0.068,10.95486
2023-06-02,ACN.N,11.5939,0.06522,-0.019,11.59168
2023-06-02,ADC.N,1.78667,0.00943,0.223,1.79065
2023-06-02,ADNT.N,1.577,0.17556,0.057,1.5779
2023-06-04,AESI.N,2.60125,0.36105,-0.079,2.59918
2023-06-05,AAL.OQ,2.86856,0.51588,6.411,3.05245
2023-06-05,AAPL.OQ,5.97153,0.14234,0.029,5.97327
2023-06-05,ABNB.OQ,3.45684,0.36667,3.865,3.59043
2023-06-05,ACLS.OQ,6.4256,0.07726,0.025,6.42719
2023-06-05,ACN.N,,,-0.02,11.59163
2023-06-05,ADBE.OQ,15.49223,0.14017,0.363,15.54839
2023-06-06,AAP.N,6.72788,1.74557,-11.616,5.94635
2023-06-06,AAPL.OQ,5.97214,0.14275,0.037,5.97437
2023-06-06,ABM.N,3.51,0.05172,0.727,3.53551
2023-06-06,ADI.OQ,10.52348,0.17267,0.523,10.57847
2023-06-06,AEP.OQ,5.27718,0.04499,-0.528,5.24934
2023-06-06,ADI.OQ,10.52348,0.17267,,
2023-06-07,AAP.N,6.18471,1.05521,-3.855,5.9463
2023-06-07,ABM.N,3.5175,0.04054,0.492,3.5348
2023-06-07,ABNB.OQ,3.45504,0.35966,3.712,3.58328
2023-06-07,ACI.N,2.79579,0.13781,0.544,2.81099
2023-06-07,ADBE.OQ,15.49694,0.14115,0.363,15.55314
2023-06-07,AEP.OQ,5.27344,0.04635,-0.58,5.24288
2023-06-08,AAL.OQ,2.913,0.52096,5.73,3.07992
2023-06-08,ABNB.OQ,3.45485,0.35276,3.629,3.58024
2023-06-08,ACN.N,11.5954,0.06454,-0.032,11.59174
2023-06-08,ADBE.OQ,15.49703,0.14112,0.348,15.55102
2023-06-09,ACHR.N,-1.25667,0.09877,-0.184,-1.25898
2023-06-09,ADSK.OQ,7.28392,0.05824,0.011,7.28473
2023-06-09,ADSK.OQ,7.28392,0.05824,,
2023-06-11,AA.N,,,-18.076,0.80032
2023-06-12,AAPL.OQ,5.97297,0.14236,0.026,5.97454
2023-06-12,ABBV.N,10.96329,0.15646,0.004,10.96374
2023-06-12,ABM.N,3.52,0.03873,0.555,3.53954
2023-06-12,ACN.N,11.59657,0.0632,-0.031,11.59301
2023-06-12,ADBE.OQ,15.50123,0.14397,0.375,15.55932
