Date,RIC,Close Price
2023-07-06,Price Close,4223.09
2023-07-07,Price Close,4236.6
2023-07-10,Price Close,4256.51
2023-07-11,Price Close,4286.56
2023-07-12,Price Close,4360.46
2023-07-13,Price Close,4391.76
2023-07-14,Price Close,4400.11
2023-07-17,Price Close,4356.79
2023-07-18,Price Close,4369.73
2023-07-19,Price Close,4362.28
2023-07-20,Price Close,4373.73
2023-07-21,Price Close,4391.41
2023-07-24,Price Close,4383.03
2023-07-25,Price Close,4391.3
2023-07-26,Price Close,4346.15
2023-07-27,Price Close,4447.44
2023-07-28,Price Close,4466.5
2023-07-31,Price Close,4471.31
2023-08-01,Price Close,4407.54
2023-08-02,Price Close,4336.5
2023-08-03,Price Close,4304.63
2023-08-04,Price Close,4332.91
2023-08-07,Price Close,4337.5
2023-08-08,Price Close,4288.85
2023-08-09,Price Close,4317.33
2023-08-10,Price Close,4384.04
2023-08-11,Price Close,4321.33
2023-08-14,Price Close,4330.23
2023-08-15,Price Close,4288.57
2023-08-16,Price Close,4284.27
2023-08-17,Price Close,4227.83
2023-08-18,Price Close,4212.95
2023-08-21,Price Close,4224.87
2023-08-22,Price Close,4260.37
2023-08-23,Price Close,4266.67
2023-08-24,Price Close,4232.22
2023-08-25,Price Close,4236.25
2023-08-28,Price Close,4293.69
2023-08-29,Price Close,4326.47
2023-08-30,Price Close,4315.31
2023-08-31,Price Close,4297.11
2023-09-01,Price Close,4282.64
2023-09-04,Price Close,4279.87
2023-09-05,Price Close,4269.16
2023-09-06,Price Close,4238.26
2023-09-07,Price Close,4221.02
2023-09-08,Price Close,4237.19
2023-09-11,Price Close,4254.33
2023-09-12,Price Close,4242.27
2023-09-13,Price Close,4223.48
2023-09-14,Price Close,4279.75
2023-09-15,Price Close,4295.05
2023-09-18,Price Close,4245.88
2023-09-19,Price Close,4242.7
2023-09-20,Price Close,4275.98
2023-09-21,Price Close,4212.59
2023-09-22,Price Close,4207.16
2023-09-25,Price Close,4167.37
2023-09-26,Price Close,4129.18
2023-09-27,Price Close,4131.68
2023-09-28,Price Close,4161.56
2023-09-29,Price Close,4174.66
2023-10-02,Price Close,4137.63
2023-10-03,Price Close,4095.59
2023-10-04,Price Close,4099.85
2023-10-05,Price Close,4099.81
2023-10-06,Price Close,4144.43
2023-10-09,Price Close,4112.57
2023-10-10,Price Close,4205.23
2023-10-11,Price Close,4200.8
2023-10-12,Price Close,4198.23
2023-10-13,Price Close,4136.12
2023-10-16,Price Close,4149.86
2023-10-17,Price Close,4152.32
2023-10-18,Price Close,4105.86
2023-10-19,Price Close,4090.33
2023-10-20,Price Close,4024.68
2023-10-23,Price Close,4041.75
2023-10-24,Price Close,4065.37
2023-10-25,Price Close,4073.35
2023-10-26,Price Close,4049.4
2023-10-27,Price Close,4014.36
2023-10-30,Price Close,4028.32
2023-10-31,Price Close,4061.12
2023-11-01,Price Close,4091.71
2023-11-02,Price Close,4169.62
2023-11-03,Price Close,4174.67
2023-11-06,Price Close,4158.64
2023-11-07,Price Close,4153.37
2023-11-08,Price Close,4178.49
2023-11-09,Price Close,4229.2
2023-11-10,Price Close,4197.36
2023-11-13,Price Close,4232.19
2023-11-14,Price Close,4291.72
2023-11-15,Price Close,4315.53
2023-11-16,Price Close,4302.45
2023-11-17,Price Close,4340.77
2023-11-20,Price Close,4342.41
2023-11-21,Price Close,4331.9
2023-11-22,Price Close,4352.02
2023-11-23,Price Close,4361.32
2023-11-24,Price Close,4372.1
2023-11-27,Price Close,4354.41
2023-11-28,Price Close,4348.02
2023-11-29,Price Close,4370.53
2023-11-30,Price Close,4382.47
2023-12-01,Price Close,4418.51
2023-12-04,Price Close,4414.95
2023-12-05,Price Close,4452.77
2023-12-06,Price Close,4483.26
2023-12-07,Price Close,4473.77
2023-12-08,Price Close,4523.31
2023-12-11,Price Close,4540.19
2023-12-12,Price Close,4536.61
2023-12-13,Price Close,4530.19
2023-12-14,Price Close,4539.16
2023-12-15,Price Close,4549.44
2023-12-18,Price Close,4521.13
2023-12-19,Price Close,4535.4
2023-12-20,Price Close,4533.82
2023-12-21,Price Close,4524.86
2023-12-22,Price Close,4521.47
2023-12-27,Price Close,4528.38
2023-12-28,Price Close,4514.38
2023-12-29,Price Close,4521.44
2024-01-02,Price Close,4512.81
2024-01-03,Price Close,4448.13
2024-01-04,Price Close,4474.01
2024-01-05,Price Close,4463.51
2024-01-08,Price Close,4485.48
2024-01-09,Price Close,4467.17
2024-01-10,Price Close,4468.98
2024-01-11,Price Close,4442.28
2024-01-12,Price Close,4480.02
2024-01-15,Price Close,4454.68
2024-01-16,Price Close,4446.51
2024-01-17,Price Close,4403.08
2024-01-18,Price Close,4453.05
2024-01-19,Price Close,4448.83
2024-01-22,Price Close,4480.32
2024-01-23,Price Close,4465.91
2024-01-24,Price Close,4564.11
2024-01-25,Price Close,4582.26
2024-01-26,Price Close,4635.47
2024-01-29,Price Close,4639.36
2024-01-30,Price Close,4662.7
2024-01-31,Price Close,4648.4
2024-02-01,Price Close,4638.6
2024-02-02,Price Close,4654.55
2024-02-05,Price Close,4655.27
2024-02-06,Price Close,4690.87
2024-02-07,Price Close,4678.85
2024-02-08,Price Close,4710.78
2024-02-09,Price Close,4715.87
2024-02-12,Price Close,4746.35
2024-02-13,Price Close,4689.28
2024-02-14,Price Close,4709.22
2024-02-15,Price Close,4743.17
2024-02-16,Price Close,4765.65
2024-02-19,Price Close,4763.07
2024-02-20,Price Close,4760.28
2024-02-21,Price Close,4775.31
2024-02-22,Price Close,4855.36
2024-02-23,Price Close,4872.57
2024-02-26,Price Close,4864.29
2024-02-27,Price Close,4885.74
2024-02-28,Price Close,4883.77
2024-02-29,Price Close,4877.77
2024-03-01,Price Close,4894.86
2024-03-04,Price Close,4912.92
2024-03-05,Price Close,4893.07
2024-03-06,Price Close,4915.49
2024-03-07,Price Close,4974.22
2024-03-08,Price Close,4961.11
2024-03-11,Price Close,4930.42
2024-03-12,Price Close,4983.2
2024-03-13,Price Close,5000.55
2024-03-14,Price Close,4993.12
2024-03-15,Price Close,4986.02
2024-03-18,Price Close,4982.76
2024-03-19,Price Close,5007.92
2024-03-20,Price Close,5000.31
2024-03-21,Price Close,5052.31
2024-03-22,Price Close,5031.15
2024-03-25,Price Close,5044.19
2024-03-26,Price Close,5064.18
2024-03-27,Price Close,5081.74
2024-03-28,Price Close,5083.42
2024-04-02,Price Close,5042.0
2024-04-03,Price Close,5069.25
2024-04-04,Price Close,5070.76
2024-04-05,Price Close,5014.75
2024-04-08,Price Close,5046.05
2024-04-09,Price Close,4990.9
2024-04-10,Price Close,5000.83
2024-04-11,Price Close,4966.68
2024-04-12,Price Close,4955.01
2024-04-15,Price Close,4984.48
2024-04-16,Price Close,4916.99
2024-04-17,Price Close,4914.13
2024-04-18,Price Close,4936.57
2024-04-19,Price Close,4918.09
2024-04-22,Price Close,4936.85
2024-04-23,Price Close,5008.17
2024-04-24,Price Close,4989.88
2024-04-25,Price Close,4939.01
2024-04-26,Price Close,5006.85
2024-04-29,Price Close,4981.09
2024-04-30,Price Close,4921.22
2024-05-01,Price Close,4921.22
2024-05-02,Price Close,4890.61
2024-05-03,Price Close,4921.48
2024-05-06,Price Close,4956.96
2024-05-07,Price Close,5016.1
2024-05-08,Price Close,5038.17
2024-05-09,Price Close,5054.41
2024-05-10,Price Close,5085.08
2024-05-13,Price Close,5078.96
2024-05-14,Price Close,5080.29
2024-05-15,Price Close,5100.9
2024-05-16,Price Close,5072.45
2024-05-17,Price Close,5064.14
2024-05-20,Price Close,5074.34
2024-05-21,Price Close,5046.99
2024-05-22,Price Close,5025.17
2024-05-23,Price Close,5037.6
2024-05-24,Price Close,5035.41
2024-05-27,Price Close,5059.2
2024-05-28,Price Close,5030.35
2024-05-29,Price Close,4963.2
2024-05-30,Price Close,4982.18
2024-05-31,Price Close,4983.67
2024-06-03,Price Close,5003.54
2024-06-04,Price Close,4953.37
2024-06-05,Price Close,5035.66
2024-06-06,Price Close,5069.09
2024-06-07,Price Close,5051.31
2024-06-10,Price Close,5016.48
2024-06-11,Price Close,4965.09
2024-06-12,Price Close,5034.43
2024-06-13,Price Close,4935.5
2024-06-14,Price Close,4839.14
2024-06-17,Price Close,4880.42
2024-06-18,Price Close,4915.47
2024-06-19,Price Close,4885.45
2024-06-20,Price Close,4947.73
2024-06-21,Price Close,4907.3
2024-06-24,Price Close,4950.98
2024-06-25,Price Close,4935.97
2024-06-26,Price Close,4915.94
2024-06-27,Price Close,4902.6
2024-06-28,Price Close,4894.02
2024-07-01,Price Close,4929.99
2024-07-02,Price Close,4906.33
2024-07-03,Price Close,4965.8
2024-07-04,Price Close,4987.48
2024-07-05,Price Close,4979.39
2024-07-08,Price Close,4969.83
2024-07-09,Price Close,4903.62
2024-07-10,Price Close,4958.86
2024-07-11,Price Close,4976.13
2024-07-12,Price Close,5043.02
2024-07-15,Price Close,4983.11
2024-07-16,Price Close,4947.83
2024-07-17,Price Close,4891.46
2024-07-18,Price Close,4870.12
2024-07-19,Price Close,4827.24
2024-07-22,Price Close,4897.44
2024-07-23,Price Close,4916.8
2024-07-24,Price Close,4861.87
2024-07-25,Price Close,4811.28
2024-07-26,Price Close,4862.5
2024-07-29,Price Close,4815.39
2024-07-30,Price Close,4841.0
2024-07-31,Price Close,4872.94
2024-08-01,Price Close,4765.72
2024-08-02,Price Close,4638.7
2024-08-05,Price Close,4571.6
2024-08-06,Price Close,4575.22
2024-08-07,Price Close,4668.06
2024-08-08,Price Close,4668.74
2024-08-09,Price Close,4675.28
2024-08-12,Price Close,4671.88
2024-08-13,Price Close,4694.92
2024-08-14,Price Close,4727.6
2024-08-15,Price Close,4807.77
2024-08-16,Price Close,4840.52
2024-08-19,Price Close,4871.41
2024-08-20,Price Close,4857.58
2024-08-21,Price Close,4885.28
2024-08-22,Price Close,4885.0
2024-08-23,Price Close,4909.2
2024-08-26,Price Close,4896.69
2024-08-27,Price Close,4898.78
2024-08-28,Price Close,4913.03
2024-08-29,Price Close,4966.27
2024-08-30,Price Close,4957.98
2024-09-02,Price Close,4973.07
2024-09-03,Price Close,4912.52
2024-09-04,Price Close,4848.18
2024-09-05,Price Close,4815.15
2024-09-06,Price Close,4738.06
2024-09-09,Price Close,4778.66
2024-09-10,Price Close,4747.2
2024-09-11,Price Close,4763.58
2024-09-12,Price Close,4814.08
2024-09-13,Price Close,4843.99
2024-09-16,Price Close,4827.63
2024-09-17,Price Close,4860.78
2024-09-18,Price Close,4835.3
2024-09-19,Price Close,4943.38
2024-09-20,Price Close,4871.54
2024-09-23,Price Close,4885.57
2024-09-24,Price Close,4940.72
2024-09-25,Price Close,4916.89
2024-09-26,Price Close,5032.59
2024-09-27,Price Close,5067.45
2024-09-30,Price Close,5000.45
2024-10-01,Price Close,4954.15
2024-10-02,Price Close,4963.29
2024-10-03,Price Close,4921.33
2024-10-04,Price Close,4954.94
2024-10-07,Price Close,4969.71
2024-10-08,Price Close,4949.0
2024-10-09,Price Close,4982.57
2024-10-10,Price Close,4970.34
2024-10-11,Price Close,5003.92
2024-10-14,Price Close,5041.01
2024-10-15,Price Close,4946.73
2024-10-16,Price Close,4908.71
2024-10-17,Price Close,4947.3
2024-10-18,Price Close,4986.27
2024-10-21,Price Close,4941.22
2024-10-22,Price Close,4939.31
2024-10-23,Price Close,4922.55
2024-10-24,Price Close,4935.45
2024-10-25,Price Close,4943.09
2024-10-28,Price Close,4969.83
2024-10-29,Price Close,4950.02
2024-10-30,Price Close,4885.75
2024-10-31,Price Close,4827.63
2024-11-01,Price Close,4877.75
2024-11-04,Price Close,4852.1
2024-11-05,Price Close,4870.33
2024-11-06,Price Close,4800.63
2024-11-07,Price Close,4851.96
2024-11-08,Price Close,4802.76
2024-11-11,Price Close,4854.03
2024-11-12,Price Close,4744.69
2024-11-13,Price Close,4740.34
2024-11-14,Price Close,4833.53
2024-11-15,Price Close,4794.85
2024-11-18,Price Close,4790.33
2024-11-19,Price Close,4751.23
2024-11-20,Price Close,4729.71
2024-11-21,Price Close,4755.83
2024-11-22,Price Close,4789.08
2024-11-25,Price Close,4799.87
2024-11-26,Price Close,4761.99
2024-11-27,Price Close,4733.15
2024-11-28,Price Close,4758.65
2024-11-29,Price Close,4804.4
2024-12-02,Price Close,4846.73
2024-12-03,Price Close,4878.51
2024-12-04,Price Close,4919.02
2024-12-05,Price Close,4951.58
2024-12-06,Price Close,4977.78
2024-12-09,Price Close,4985.46
2024-12-10,Price Close,4951.74
2024-12-11,Price Close,4959.35
2024-12-12,Price Close,4965.53
2024-12-13,Price Close,4967.95
2024-12-16,Price Close,4947.03
2024-12-17,Price Close,4942.58
2024-12-18,Price Close,4957.28
2024-12-19,Price Close,4879.0
2024-12-20,Price Close,4862.28
2024-12-23,Price Close,4852.93
2024-12-24,Price Close,4857.86
2024-12-27,Price Close,4898.88
2024-12-30,Price Close,4869.28
2024-12-31,Price Close,4895.98
2025-01-02,Price Close,4917.88
2025-01-03,Price Close,4871.45
2025-01-06,Price Close,4986.64
2025-01-07,Price Close,5011.82
2025-01-08,Price Close,4996.39
2025-01-09,Price Close,5017.91
2025-01-10,Price Close,4977.26
2025-01-13,Price Close,4954.21
2025-01-14,Price Close,4980.47
2025-01-15,Price Close,5032.31
2025-01-16,Price Close,5106.93
2025-01-17,Price Close,5148.3
2025-01-20,Price Close,5164.44
2025-01-21,Price Close,5165.96
2025-01-22,Price Close,5205.83
2025-01-23,Price Close,5217.5
2025-01-24,Price Close,5219.37
2025-01-27,Price Close,5188.45
2025-01-28,Price Close,5195.71
2025-01-29,Price Close,5230.66
2025-01-30,Price Close,5282.21
2025-01-31,Price Close,5286.87
2025-02-03,Price Close,5217.91
2025-02-04,Price Close,5264.59
2025-02-05,Price Close,5271.12
2025-02-06,Price Close,5356.63
2025-02-07,Price Close,5325.4
2025-02-10,Price Close,5358.3
2025-02-11,Price Close,5390.91
2025-02-12,Price Close,5405.65
2025-02-13,Price Close,5500.5
2025-02-14,Price Close,5493.4
2025-02-17,Price Close,5519.83
2025-02-18,Price Close,5533.84
2025-02-19,Price Close,5461.17
2025-02-20,Price Close,5461.03
2025-02-21,Price Close,5474.85
2025-02-24,Price Close,5453.76
2025-02-25,Price Close,5447.9
2025-02-26,Price Close,5527.99
2025-02-27,Price Close,5472.56
2025-02-28,Price Close,5463.54
2025-03-03,Price Close,5540.69
2025-03-04,Price Close,5387.31
2025-03-05,Price Close,5489.12
2025-03-06,Price Close,5520.47
2025-03-07,Price Close,5468.41
2025-03-10,Price Close,5386.98
2025-03-11,Price Close,5309.9
2025-03-12,Price Close,5359.42
2025-03-13,Price Close,5328.39
2025-03-14,Price Close,5404.18
2025-03-17,Price Close,5445.55
2025-03-18,Price Close,5485.01
2025-03-19,Price Close,5507.36
2025-03-20,Price Close,5450.93
2025-03-21,Price Close,5423.83
2025-03-24,Price Close,5415.79
2025-03-25,Price Close,5475.08
2025-03-26,Price Close,5411.69
2025-03-27,Price Close,5381.08
2025-03-28,Price Close,5331.4
2025-03-31,Price Close,5248.39
2025-04-01,Price Close,5320.3
2025-04-02,Price Close,5303.95
2025-04-03,Price Close,5113.28
2025-04-04,Price Close,4878.31
2025-04-07,Price Close,4656.41
2025-04-08,Price Close,4773.65
2025-04-09,Price Close,4622.14
2025-04-10,Price Close,4818.92
2025-04-11,Price Close,4787.23
2025-04-14,Price Close,4911.39
2025-04-15,Price Close,4970.43
2025-04-16,Price Close,4966.5
2025-04-17,Price Close,4935.34
2025-04-22,Price Close,4961.45
2025-04-23,Price Close,5098.74
2025-04-24,Price Close,5114.98
2025-04-25,Price Close,5154.12
2025-04-28,Price Close,5170.49
2025-04-29,Price Close,5161.9
2025-04-30,Price Close,5160.22
2025-05-01,Price Close,5160.22
2025-05-02,Price Close,5285.19
2025-05-05,Price Close,5283.05
2025-05-06,Price Close,5263.38
2025-05-07,Price Close,5230.19
2025-05-08,Price Close,5288.94
2025-05-09,Price Close,5309.74
2025-05-12,Price Close,5392.36
2025-05-13,Price Close,5416.21
2025-05-14,Price Close,5403.44
2025-05-15,Price Close,5412.08
2025-05-16,Price Close,5427.53
2025-05-19,Price Close,5427.23
2025-05-20,Price Close,5454.65
2025-05-21,Price Close,5454.46
2025-05-22,Price Close,5424.48
2025-05-23,Price Close,5326.31
2025-05-26,Price Close,5395.33
2025-05-27,Price Close,5415.45
2025-05-28,Price Close,5378.39
2025-05-29,Price Close,5371.1
2025-05-30,Price Close,5366.59
2025-06-02,Price Close,5355.56
2025-06-03,Price Close,5375.7
2025-06-04,Price Close,5405.15
2025-06-05,Price Close,5410.55
2025-06-06,Price Close,5430.17
2025-06-09,Price Close,5421.52
2025-06-10,Price Close,5415.38
2025-06-11,Price Close,5393.15
2025-06-12,Price Close,5360.82
2025-06-13,Price Close,5290.47
2025-06-16,Price Close,5339.57
2025-06-17,Price Close,5288.68
2025-06-18,Price Close,5266.91
2025-06-19,Price Close,5197.03
2025-06-20,Price Close,5233.58
2025-06-23,Price Close,5221.9
2025-06-24,Price Close,5297.07
2025-06-25,Price Close,5252.01
2025-06-26,Price Close,5244.03
2025-06-27,Price Close,5325.64
2025-06-30,Price Close,5303.24
2025-07-01,Price Close,5282.43
2025-07-02,Price Close,5318.72
2025-07-03,Price Close,5343.15
2025-07-04,Price Close,5288.81
2025-07-07,Price Close,5341.54
2025-07-08,Price Close,5371.95
2025-07-09,Price Close,5445.65
2025-07-10,Price Close,5438.27
2025-07-11,Price Close,5383.48
2025-07-14,Price Close,5370.85
2025-07-15,Price Close,5354.17
2025-07-16,Price Close,5298.07
2025-07-17,Price Close,5377.15
2025-07-18,Price Close,5359.23
2025-07-21,Price Close,5342.98
2025-07-22,Price Close,5290.48
2025-07-23,Price Close,5344.25
2025-07-24,Price Close,5355.2
2025-07-25,Price Close,5352.16
2025-07-28,Price Close,5337.58
2025-07-29,Price Close,5379.2
2025-07-30,Price Close,5393.18
2025-07-31,Price Close,5319.92
2025-08-01,Price Close,5165.6
2025-08-04,Price Close,5242.32
2025-08-05,Price Close,5249.59
2025-08-06,Price Close,5263.29
2025-08-07,Price Close,5332.07
2025-08-08,Price Close,5347.74
2025-08-11,Price Close,5331.85
2025-08-12,Price Close,5335.97
2025-08-13,Price Close,5388.25
2025-08-14,Price Close,5434.7
2025-08-15,Price Close,5448.61
2025-08-18,Price Close,5434.64
2025-08-19,Price Close,5483.28
2025-08-20,Price Close,5472.32
2025-08-21,Price Close,5462.16
2025-08-22,Price Close,5488.23
2025-08-25,Price Close,5443.96
2025-08-26,Price Close,5383.68
2025-08-27,Price Close,5393.07
2025-08-28,Price Close,5396.73
2025-08-29,Price Close,5351.73
2025-09-01,Price Close,5367.08
2025-09-02,Price Close,5291.04
2025-09-03,Price Close,5325.01
2025-09-04,Price Close,5346.71
2025-09-05,Price Close,5318.15
2025-09-08,Price Close,5362.81
2025-09-09,Price Close,5368.82
2025-09-10,Price Close,5361.47
2025-09-11,Price Close,5386.77
2025-09-12,Price Close,5390.71
2025-09-15,Price Close,5440.4
2025-09-16,Price Close,5372.31
2025-09-17,Price Close,5369.7
2025-09-18,Price Close,5456.67
2025-09-19,Price Close,5458.42
2025-09-22,Price Close,5442.05
2025-09-23,Price Close,5472.39
2025-09-24,Price Close,5464.56
2025-09-25,Price Close,5444.89
2025-09-26,Price Close,5499.7
2025-09-29,Price Close,5506.85
2025-09-30,Price Close,5529.96
2025-10-01,Price Close,5581.21
2025-10-02,Price Close,5645.81
2025-10-03,Price Close,5651.71
2025-10-06,Price Close,5628.72
2025-10-07,Price Close,5613.62
2025-10-08,Price Close,5649.73
2025-10-09,Price Close,5625.56
2025-10-10,Price Close,5531.32
2025-10-13,Price Close,5568.19
2025-10-14,Price Close,5552.05
2025-10-15,Price Close,5605.03
2025-10-16,Price Close,5652.01
2025-10-17,Price Close,5607.39
2025-10-20,Price Close,5680.93
2025-10-21,Price Close,5686.83
2025-10-22,Price Close,5639.21
2025-10-23,Price Close,5668.33
2025-10-24,Price Close,5674.5
2025-10-27,Price Close,5711.06
2025-10-28,Price Close,5704.35
2025-10-29,Price Close,5705.81
2025-10-30,Price Close,5699.18
2025-10-31,Price Close,5662.04
2025-11-03,Price Close,5679.25
2025-11-04,Price Close,5660.2
2025-11-05,Price Close,5669.13
2025-11-06,Price Close,5611.18
2025-11-07,Price Close,5566.53
2025-11-10,Price Close,5664.46
2025-11-11,Price Close,5725.7
2025-11-12,Price Close,5787.31
2025-11-13,Price Close,5742.79
2025-11-14,Price Close,5693.77
2025-11-17,Price Close,5640.94
2025-11-18,Price Close,5534.71
2025-11-19,Price Close,5542.05
2025-11-20,Price Close,5569.92
2025-11-21,Price Close,5515.09
2025-11-24,Price Close,5528.67
2025-11-25,Price Close,5573.91
2025-11-26,Price Close,5655.58
2025-11-27,Price Close,5653.17
2025-11-28,Price Close,5668.17
2025-12-01,Price Close,5667.48
2025-12-02,Price Close,5686.17
2025-12-03,Price Close,5694.56
2025-12-04,Price Close,5718.08
2025-12-05,Price Close,5723.93
2025-12-08,Price Close,5725.59
2025-12-09,Price Close,5718.32
2025-12-10,Price Close,5708.12
2025-12-11,Price Close,5753.96
2025-12-12,Price Close,5720.71
2025-12-15,Price Close,5752.52
2025-12-16,Price Close,5717.83
2025-12-17,Price Close,5681.67
2025-12-18,Price Close,5741.71
2025-12-19,Price Close,5760.35
2025-12-22,Price Close,5743.69
2025-12-23,Price Close,5749.28
2025-12-24,Price Close,5746.24
2025-12-29,Price Close,5751.71
2025-12-30,Price Close,5796.22
2025-12-31,Price Close,5791.41
2026-01-02,Price Close,5850.38
2026-01-05,Price Close,5923.69
2026-01-06,Price Close,5931.79
2026-01-07,Price Close,5923.57
2026-01-08,Price Close,5904.32
2026-01-09,Price Close,5997.47
2026-01-12,Price Close,6016.3
2026-01-13,Price Close,6029.83
2026-01-14,Price Close,6005.05
2026-01-15,Price Close,6041.14
2026-01-16,Price Close,6029.45
2026-01-19,Price Close,5925.82
2026-01-20,Price Close,5892.08
2026-01-21,Price Close,5882.88
2026-01-22,Price Close,5956.17
2026-01-23,Price Close,5948.2
2026-01-26,Price Close,5957.8
2026-01-27,Price Close,5994.59
2026-01-28,Price Close,5933.2
2026-01-29,Price Close,5891.95
2026-01-30,Price Close,5947.81
2026-02-02,Price Close,6007.51
2026-02-03,Price Close,5995.35
2026-02-04,Price Close,5970.47
2026-02-05,Price Close,5925.7
2026-02-06,Price Close,5998.4
2026-02-09,Price Close,6059.01
2026-02-10,Price Close,6047.06
2026-02-11,Price Close,6035.64
2026-02-12,Price Close,6011.29
2026-02-13,Price Close,5985.23
2026-02-16,Price Close,5978.88
2026-02-17,Price Close,6021.85
2026-02-18,Price Close,6103.37
2026-02-19,Price Close,6059.62
2026-02-20,Price Close,6131.31
