internal_code,currency,target_notional
NIQ.N,USD,-634.98
NJR.N,USD,3726.11
NKE.N,USD,-2098.67
NKSH.OQ,USD,0.0
NKTX.OQ,USD,0.0
NL.N,USD,0.0
NLOP.N,USD,342.03
NLY.N,USD,1723.93
NMAX.N,USD,-917.81
NMIH.OQ,USD,814.76
NMRK.OQ,USD,-3765.69
NN.OQ,USD,-2551.39
NNE.OQ,USD,0.0
NNI.N,USD,0.0
NNN.N,USD,2815.24
NNOX.OQ,USD,0.0
NOC.N,USD,1621.05
NODK.OQ,USD,0.0
NOG.N,USD,-1288.56
NOV.N,USD,778.01
NOVT.OQ,USD,-1460.29
NOW.N,USD,-1123.89
NPB.N,USD,2066.94
NPCE.OQ,USD,543.2
NPK.N,USD,2159.22
NPKI.N,USD,527.99
NPO.N,USD,-776.37
NPWR.N,USD,-6.21
NRC.OQ,USD,0.0
NRDS.OQ,USD,0.0
NRDY.N,USD,-120.54
NREF.N,USD,415.78
NRG.N,USD,-2378.51
NRIM.OQ,USD,0.0
NRIX.OQ,USD,1599.99
NSA.N,USD,2185.97
NSC.N,USD,935.04
NSIT.OQ,USD,-2273.56
NSP.N,USD,-1591.46
NSSC.OQ,USD,1120.31
NTAP.OQ,USD,-5103.17
NTB.N,USD,0.0
NTCT.OQ,USD,2287.0
NTGR.OQ,USD,117.26
NTLA.OQ,USD,1661.28
NTNX.OQ,USD,-1379.41
NTRA.OQ,USD,1028.25
NTRS.OQ,USD,895.66
NTST.N,USD,2865.87
NU.N,USD,-1871.12
NUE.N,USD,1086.39
NUS.N,USD,-1698.07
NUTX.OQ,USD,-2551.89
NUVB.N,USD,911.84
NUVL.OQ,USD,2244.68
NVAX.OQ,USD,577.81
NVCR.OQ,USD,-3821.54
NVCT.OQ,USD,0.0
NVDA.OQ,USD,-1475.06
NVEC.OQ,USD,0.0
NVGS.N,USD,813.08
NVR.N,USD,-404.88
NVRI.N,USD,1010.42
NVST.N,USD,-1604.39
NVT.N,USD,1186.72
NVTS.OQ,USD,-414.08
NWBI.OQ,USD,0.0
NWE.OQ,USD,2587.63
NWFL.OQ,USD,0.0
NWL.OQ,USD,-3382.54
NWN.N,USD,3981.86
NWPX.OQ,USD,0.0
NWS.OQ,USD,-311.88
NWSA.OQ,USD,179.86
NX.N,USD,1260.8
NXDR.N,USD,0.0
NXDT.N,USD,0.0
NXRT.N,USD,0.0
NXST.OQ,USD,976.91
NXT.OQ,USD,-201.18
NXXT.OQ,USD,0.0
NYT.N,USD,2538.02
O.N,USD,2211.76
OABI.OQ,USD,1214.32
OBK.N,USD,0.0
OBT.OQ,USD,0.0
OC.N,USD,-2814.43
OCFC.OQ,USD,1210.79
OCUL.OQ,USD,-960.6
ODC.N,USD,0.0
ODFL.OQ,USD,-374.2
OEC.N,USD,1479.05
OFG.N,USD,509.39
OFIX.OQ,USD,0.0
OFLX.OQ,USD,119.22
OGE.N,USD,2614.09
OGN.N,USD,-1303.43
OGS.N,USD,3409.02
OHI.N,USD,1444.09
OI.N,USD,-1338.36
OII.N,USD,-822.44
OIS.N,USD,308.27
OKE.N,USD,221.01
OKLO.N,USD,-3077.21
OKTA.OQ,USD,-1465.75
OLED.OQ,USD,-1497.42
OLLI.OQ,USD,-824.36
OLMA.OQ,USD,335.22
OLN.N,USD,-1838.43
OLP.N,USD,1707.54
OLPX.OQ,USD,0.0
OM.OQ,USD,-269.57
OMC.N,USD,-94.5
OMCL.OQ,USD,-25.82
OMDA.OQ,USD,-822.17
OMER.OQ,USD,1644.31
OMF.N,USD,-3656.47
ON.OQ,USD,-1617.59
ONB.OQ,USD,-873.28
ONEW.OQ,USD,-1949.5
ONIT.N,USD,300.51
ONON.N,USD,-1709.41
ONTF.N,USD,0.0
ONTO.N,USD,913.15
OOMA.N,USD,346.34
OPAL.OQ,USD,0.0
OPBK.OQ,USD,92.52
OPCH.OQ,USD,-273.31
OPFI.N,USD,-957.05
OPK.OQ,USD,0.0
OPLN.N,USD,-1092.2
OPRT.OQ,USD,-1195.13
OPRX.OQ,USD,0.0
OPTU.N,USD,-1635.3
ORA.N,USD,1658.38
ORC.N,USD,2530.02
ORCL.N,USD,-1731.52
ORGO.OQ,USD,-962.02
ORI.N,USD,2470.94
ORIC.OQ,USD,-377.49
ORKA.OQ,USD,1415.28
ORLY.OQ,USD,934.5
ORN.N,USD,301.49
ORRF.OQ,USD,0.0
OSBC.OQ,USD,0.0
OSCR.N,USD,-3167.06
OSG.N,USD,0.0
OSIS.OQ,USD,-887.23
OSK.N,USD,848.27
OSPN.OQ,USD,0.0
OSUR.OQ,USD,0.0
OSW.OQ,USD,-2960.36
OTIS.N,USD,1612.4
OTTR.OQ,USD,2966.78
OUST.OQ,USD,-959.54
OUT.N,USD,1853.03
OVBC.OQ,USD,0.0
OVLY.OQ,USD,270.1
OVV.N,USD,-351.72
OWL.N,USD,-1184.71
OXM.N,USD,-2746.91
OXY.N,USD,698.39
OZK.OQ,USD,-396.56
PACB.OQ,USD,0.0
PACK.N,USD,0.0
PACS.N,USD,34.92
PAG.N,USD,-898.59
PAGS.N,USD,-615.89
PAHC.OQ,USD,0.0
PAL.OQ,USD,-1120.39
PAMT.OQ,USD,0.0
PANL.OQ,USD,0.0
PANW.OQ,USD,-1389.48
PAR.N,USD,-841.33
PARR.N,USD,352.18
PATH.N,USD,-1196.13
PATK.OQ,USD,1101.42
PAX.OQ,USD,0.0
PAYC.N,USD,-1159.8
PAYO.OQ,USD,-1842.23
PAYS.OQ,USD,97.4
PAYX.OQ,USD,-1619.41
PB.N,USD,838.3
PBF.N,USD,195.23
PBFS.OQ,USD,0.0
PBH.N,USD,398.51
PBI.N,USD,-856.73
PBYI.OQ,USD,0.0
PCAR.OQ,USD,1277.33
PCB.OQ,USD,0.0
PCG.N,USD,1583.03
PCOR.N,USD,-2149.5
PCRX.OQ,USD,999.96
PCT.OQ,USD,-1044.77
PCTY.OQ,USD,-1898.48
PCVX.OQ,USD,2600.98
PCYO.OQ,USD,265.4
PD.N,USD,-1705.65
PDEX.OQ,USD,175.94
PDFS.OQ,USD,506.69
PDLB.OQ,USD,0.0
PDM.N,USD,274.65
PDYN.OQ,USD,-14.36
PEB.N,USD,-1523.25
PEBK.OQ,USD,886.28
PEBO.OQ,USD,0.0
PECO.OQ,USD,2076.85
PEG.N,USD,1778.08
PEGA.OQ,USD,-2693.65
PEN.N,USD,4654.48
PENG.OQ,USD,-3359.86
PENN.OQ,USD,-1681.4
PEP.OQ,USD,2176.99
PESI.OQ,USD,0.0
PFBC.OQ,USD,0.0
PFE.N,USD,1318.5
PFG.OQ,USD,545.58
PFGC.N,USD,328.86
PFIS.OQ,USD,0.0
PFS.N,USD,594.12
PFSI.N,USD,-779.83
PG.N,USD,1542.3
PGC.OQ,USD,0.0
PGEN.OQ,USD,-1395.18
PGNY.OQ,USD,-1151.94
PGR.N,USD,874.07
PGY.OQ,USD,-461.29
PH.N,USD,976.01
PHAT.OQ,USD,0.0
PHIN.N,USD,-306.04
PHM.N,USD,950.99
PHR.N,USD,-2509.73
PI.OQ,USD,-2144.09
PII.N,USD,-2503.3
PINE.N,USD,1284.24
PINS.N,USD,-1105.83
PIPR.N,USD,-1662.0
PJT.N,USD,-2313.83
PK.N,USD,-1839.9
PKBK.OQ,USD,0.0
PKE.N,USD,0.0
PKG.N,USD,917.43
PKOH.OQ,USD,0.0
PKST.N,USD,0.0
PL.N,USD,-389.6
PLAB.OQ,USD,-357.41
PLAY.OQ,USD,-865.92
PLBC.OQ,USD,0.0
PLD.N,USD,1962.2
PLMR.OQ,USD,385.36
PLNT.N,USD,674.36
PLOW.N,USD,1896.44
PLPC.OQ,USD,1666.03
PLSE.OQ,USD,0.0
PLTK.OQ,USD,-2517.3
PLTR.OQ,USD,397.28
PLUG.OQ,USD,-621.83
PLUS.OQ,USD,887.53
PLX.A,USD,413.32
PLXS.OQ,USD,979.42
PM.N,USD,835.85
PMI.A,USD,0.0
PMT.N,USD,1070.65
PMTS.OQ,USD,0.0
PNBK.OQ,USD,0.0
PNC.N,USD,626.56
PNFP.N,USD,6312.92
PNR.N,USD,-722.27
PNRG.OQ,USD,-431.31
PNTG.OQ,USD,887.65
PNW.N,USD,3767.71
PODD.OQ,USD,-243.49
POOL.OQ,USD,-2309.89
POR.N,USD,2492.22
POST.N,USD,1433.75
POWI.OQ,USD,-1547.32
POWL.OQ,USD,1535.22
POWW.OQ,USD,0.0
PPC.OQ,USD,550.52
PPG.N,USD,-961.91
PPL.N,USD,3536.66
PPTA.OQ,USD,1237.34
PR.N,USD,1615.54
PRA.N,USD,2559.81
PRAA.OQ,USD,0.0
PRAX.OQ,USD,1083.45
PRCH.OQ,USD,-1075.22
PRCT.OQ,USD,-1787.75
PRDO.OQ,USD,2145.53
PRG.N,USD,-1261.58
PRGO.N,USD,-729.36
PRGS.OQ,USD,-1732.06
PRI.N,USD,613.58
PRIM.N,USD,563.81
PRK.A,USD,0.0
PRKS.N,USD,-1325.19
PRLB.N,USD,0.0
PRM.N,USD,955.19
PRMB.N,USD,1552.54
PRME.OQ,USD,0.0
PROP.OQ,USD,0.0
PRSU.N,USD,0.0
PRTA.OQ,USD,0.0
PRTH.OQ,USD,0.0
PRU.N,USD,-1235.16
PRVA.OQ,USD,355.57
PSA.N,USD,2979.2
PSFE.N,USD,-886.29
PSIX.OQ,USD,0.0
PSMT.OQ,USD,2043.3
PSN.N,USD,-1626.96
PSNL.OQ,USD,0.0
PSTG.N,USD,-3727.28
PSTL.N,USD,0.0
PSX.N,USD,1082.66
PTC.OQ,USD,-948.64
PTCT.OQ,USD,1407.33
PTEN.OQ,USD,-46.5
PTGX.OQ,USD,1526.89
PTLO.OQ,USD,-584.65
PTON.OQ,USD,-1197.06
PUBM.OQ,USD,-498.86
PUMP.N,USD,-392.81
PVH.N,USD,-1136.7
PVLA.OQ,USD,2786.47
PWP.OQ,USD,-1537.16
PWR.N,USD,2774.29
PXED.N,USD,0.0
PYPL.OQ,USD,-2758.87
PZZA.OQ,USD,-2775.31
Q.N,USD,1500.54
QBTS.N,USD,-1249.96
QCOM.OQ,USD,-3161.4
QCRH.OQ,USD,138.88
QDEL.OQ,USD,-1392.75
QGEN.N,USD,880.3
QLYS.OQ,USD,-1653.57
QNST.OQ,USD,0.0
QRVO.OQ,USD,-5212.65
QS.OQ,USD,-2110.57
QSI.OQ,USD,-47.62
QSR.N,USD,4082.52
QTRX.OQ,USD,0.0
QTWO.N,USD,-2493.28
QUAD.N,USD,118.78
QUBT.OQ,USD,-1159.08
QXO.N,USD,-3198.57
R.N,USD,520.2
RAL.N,USD,2830.38
RAMP.N,USD,-936.47
RAPP.OQ,USD,0.0
RARE.OQ,USD,1175.24
RBA.N,USD,914.65
RBB.OQ,USD,0.0
RBBN.OQ,USD,0.0
RBC.N,USD,3839.08
RBCAA.OQ,USD,0.0
RBKB.OQ,USD,0.0
RBLX.N,USD,-2182.01
RBRK.N,USD,-1469.51
RC.N,USD,0.0
RCAT.OQ,USD,-491.3
RCEL.OQ,USD,0.0
RCKT.OQ,USD,0.0
RCKY.OQ,USD,0.0
RCL.N,USD,-1468.9
RCMT.OQ,USD,47.76
RCUS.N,USD,945.0
RDDT.N,USD,0.0
RDN.N,USD,696.91
RDNT.OQ,USD,-833.92
RDVT.OQ,USD,0.0
RDW.N,USD,-1432.16
REAL.OQ,USD,-977.87
REAX.OQ,USD,0.0
REFI.OQ,USD,2357.01
REG.OQ,USD,2812.03
REGN.OQ,USD,3274.96
RELL.OQ,USD,288.12
RELY.OQ,USD,-2778.07
REPL.OQ,USD,2295.96
REPX.A,USD,0.0
RES.N,USD,0.0
REX.N,USD,3036.24
REXR.N,USD,781.19
REYN.OQ,USD,464.64
REZI.N,USD,-3325.63
RF.N,USD,538.62
RGA.N,USD,324.04
RGCO.OQ,USD,0.0
RGEN.OQ,USD,930.41
RGLD.OQ,USD,3580.14
RGNX.OQ,USD,0.0
RGP.OQ,USD,0.0
RGR.N,USD,0.0
RGTI.OQ,USD,-1578.72
RH.N,USD,-1416.1
RHI.N,USD,-1495.3
RHLD.N,USD,0.0
RHP.N,USD,-655.13
RICK.OQ,USD,-2017.85
RIG.N,USD,-1868.16
RIGL.OQ,USD,457.35
RIOT.OQ,USD,-3339.66
RITM.N,USD,854.94
RIVN.OQ,USD,-1871.07
RJF.N,USD,839.47
RKLB.OQ,USD,-1277.13
RKT.N,USD,-1538.86
RL.N,USD,-804.74
RLAY.OQ,USD,1991.73
RLGT.A,USD,0.0
RLI.N,USD,928.52
RLJ.N,USD,0.0
RM.N,USD,0.0
RMAX.N,USD,0.0
RMBI.OQ,USD,0.0
RMBS.OQ,USD,-2626.07
RMD.N,USD,570.77
RMNI.OQ,USD,0.0
RMR.OQ,USD,0.0
RNA.OQ,USD,6701.78
RNAC.OQ,USD,-48.24
RNG.N,USD,-1796.1
RNGR.N,USD,582.17
RNR.N,USD,1551.7
RNST.N,USD,431.79
ROAD.OQ,USD,-506.04
ROCK.OQ,USD,-1856.95
ROG.N,USD,928.89
ROIV.OQ,USD,1692.75
ROK.N,USD,-862.43
ROKU.OQ,USD,-2642.21
ROL.N,USD,1858.2
ROOT.OQ,USD,-1167.21
ROP.OQ,USD,-1513.15
ROST.OQ,USD,2383.68
RPAY.OQ,USD,-603.84
RPD.OQ,USD,-1003.41
RPM.N,USD,-986.67
RPRX.OQ,USD,1929.7
RPT.N,USD,0.0
RR.OQ,USD,-741.75
RRBI.OQ,USD,0.0
RRC.N,USD,-909.36
RRR.OQ,USD,-728.63
RRX.N,USD,-1476.97
RS.N,USD,727.3
RSG.N,USD,2389.67
RSI.N,USD,-3353.47
RSVR.OQ,USD,0.0
RTX.N,USD,1536.32
RUM.OQ,USD,-1426.39
RUN.OQ,USD,-1529.06
RUSHA.OQ,USD,909.1
RUSHB.OQ,USD,0.0
RVLV.N,USD,-2743.95
RVMD.OQ,USD,2261.47
RVSB.OQ,USD,0.0
RVTY.N,USD,-293.79
RWT.N,USD,0.0
RXO.N,USD,-2206.98
RXRX.OQ,USD,-2139.1
RXST.OQ,USD,0.0
RXT.OQ,USD,-557.42
RYAM.N,USD,0.0
RYAN.N,USD,-1450.99
RYI.N,USD,0.0
RYN.N,USD,985.47
RYTM.OQ,USD,1124.39
RZLT.OQ,USD,119.28
RZLV.OQ,USD,0.0
S.N,USD,-1503.94
SABR.OQ,USD,-1352.98
SAFE.N,USD,797.11
SAFT.OQ,USD,0.0
SAFX.OQ,USD,0.0
SAH.N,USD,0.0
SAIA.OQ,USD,-1516.17
SAIC.OQ,USD,-910.06
SAIL.OQ,USD,-2381.65
SAM.N,USD,907.6
SAMG.OQ,USD,0.0
SANA.OQ,USD,116.56
SANM.OQ,USD,-2314.3
SARO.N,USD,76.45
SATL.OQ,USD,0.0
SATS.OQ,USD,-984.06
SB.N,USD,963.28
SBAC.OQ,USD,970.01
SBC.OQ,USD,0.0
SBCF.OQ,USD,811.54
SBFG.OQ,USD,0.0
SBGI.OQ,USD,0.0
SBH.N,USD,982.59
SBRA.OQ,USD,1382.74
SBSI.N,USD,0.0
SBUX.OQ,USD,-981.74
SCCO.N,USD,1945.53
SCHL.OQ,USD,0.0
SCHW.N,USD,879.99
SCI.N,USD,3439.48
SCL.N,USD,0.0
SCSC.OQ,USD,0.0
SCVL.OQ,USD,0.0
SD.N,USD,333.74
SDGR.OQ,USD,-2150.37
SDRL.N,USD,415.04
SEAT.OQ,USD,-619.54
SEB.A,USD,1247.08
SEE.N,USD,908.35
SEG.N,USD,0.0
SEI.N,USD,339.47
SEIC.OQ,USD,884.21
SEM.N,USD,0.0
SEMR.N,USD,-793.81
SENEA.OQ,USD,1606.07
SEPN.OQ,USD,1268.32
SERV.OQ,USD,0.0
SEVN.OQ,USD,0.0
SEZL.OQ,USD,-1758.02
SF.N,USD,-3400.09
SFBC.OQ,USD,120.7
SFBS.N,USD,-1988.27
SFD.OQ,USD,1531.75
SFIX.OQ,USD,-1795.23
SFL.N,USD,0.0
SFM.OQ,USD,-1801.79
SFNC.OQ,USD,558.96
SFST.OQ,USD,0.0
SG.N,USD,-1376.81
SGC.OQ,USD,0.0
SGHC.N,USD,29.06
SGHT.OQ,USD,0.0
SGI.N,USD,-1264.53
SGRY.OQ,USD,-2154.02
SHAK.N,USD,-2507.13
SHBI.OQ,USD,0.0
SHC.OQ,USD,-107.65
SHEN.OQ,USD,0.0
SHLS.OQ,USD,-1787.81
SHO.N,USD,-607.88
SHOO.OQ,USD,-2890.37
SHW.N,USD,1866.58
SI.N,USD,-329.71
SIBN.OQ,USD,0.0
SIEB.OQ,USD,0.0
SIG.N,USD,-1380.18
SIGA.OQ,USD,120.2
SIGI.OQ,USD,1213.16
SILA.N,USD,0.0
SION.OQ,USD,1665.79
SIRI.OQ,USD,-1084.47
SITC.N,USD,0.0
SITE.N,USD,-1012.8
SITM.OQ,USD,-1475.66
SJM.N,USD,1611.57
SKIL.N,USD,0.0
SKIN.OQ,USD,-865.77
SKT.N,USD,912.44
SKWD.OQ,USD,-895.58
SKY.N,USD,-654.56
SKYH.N,USD,301.01
SKYT.OQ,USD,995.29
SKYW.OQ,USD,-3152.21
SKYX.OQ,USD,0.0
SLAB.OQ,USD,-2655.78
SLB.N,USD,661.12
SLDB.OQ,USD,262.69
SLDE.OQ,USD,1207.76
SLDP.OQ,USD,-141.29
SLG.N,USD,-2904.39
SLGN.N,USD,-271.41
SLM.OQ,USD,-2706.02
SLND.A,USD,0.0
SLNO.OQ,USD,-654.39
SLP.OQ,USD,0.0
SLQT.N,USD,-13.77
SLS.OQ,USD,0.0
SLSN.OQ,USD,0.0
SLVM.N,USD,-2021.9
SM.N,USD,-1567.16
SMA.N,USD,1657.51
SMBC.OQ,USD,0.0
SMBK.N,USD,0.0
SMC.N,USD,0.0
SMCI.OQ,USD,-2099.46
SMG.N,USD,201.55
SMHI.N,USD,0.0
SMID.OQ,USD,0.0
SMMT.OQ,USD,1205.43
SMP.N,USD,1260.26
SMPL.OQ,USD,-1696.77
SMR.N,USD,-446.6
SMTC.OQ,USD,-234.93
SMTI.OQ,USD,-413.55
SN.N,USD,-1564.37
SNA.N,USD,2292.37
SNBR.OQ,USD,-1343.66
SNCY.OQ,USD,-1731.97
SNDA.N,USD,0.0
SNDK.OQ,USD,0.0
SNDR.N,USD,556.18
SNDX.OQ,USD,2187.28
SNEX.OQ,USD,1567.11
SNFCA.OQ,USD,-782.79
SNOW.N,USD,-754.82
SNPS.OQ,USD,-2166.48
SNWV.OQ,USD,0.0
SNX.N,USD,909.46
SO.N,USD,2006.76
SOC.N,USD,-1817.2
SOFI.OQ,USD,-1249.24
SOLS.OQ,USD,0.0
SOLV.N,USD,-715.77
SON.N,USD,1343.33
SONO.OQ,USD,-2575.52
SOUN.OQ,USD,-2937.84
SPB.N,USD,1450.13
SPFI.OQ,USD,0.0
SPG.N,USD,1428.98
SPGI.N,USD,-910.89
SPHR.N,USD,-997.9
SPIR.N,USD,769.02
SPNT.N,USD,851.58
SPOK.OQ,USD,1685.34
SPOT.N,USD,-1287.83
SPRY.OQ,USD,-1007.6
SPSC.OQ,USD,-907.35
SPT.OQ,USD,-949.04
SPWR.OQ,USD,0.0
SPXC.N,USD,909.81
SR.N,USD,3921.29
SRBK.OQ,USD,126.9
SRCE.OQ,USD,0.0
SRE.N,USD,963.43
SRPT.OQ,USD,949.45
SRRK.OQ,USD,2859.28
SRTA.OQ,USD,0.0
SSB.N,USD,-55.8
SSD.N,USD,896.19
SSNC.OQ,USD,746.29
SSP.OQ,USD,0.0
SSRM.OQ,USD,1262.94
SSTI.OQ,USD,0.0
SSTK.N,USD,0.0
ST.N,USD,-1848.12
STAA.OQ,USD,-2592.67
STAG.N,USD,1832.21
STBA.OQ,USD,0.0
STC.N,USD,904.18
STE.N,USD,433.58
STEL.N,USD,0.0
STEP.OQ,USD,-2422.7
STGW.OQ,USD,0.0
STIM.OQ,USD,-1039.83
STKL.OQ,USD,0.0
STLD.OQ,USD,973.33
STNE.OQ,USD,-1853.3
STNG.N,USD,2258.24
STOK.OQ,USD,1902.77
STRA.OQ,USD,993.58
STRL.OQ,USD,948.68
STRS.OQ,USD,0.0
STRT.OQ,USD,131.27
STRW.A,USD,0.0
STRZ.OQ,USD,0.0
STT.N,USD,941.08
STWD.N,USD,954.32
STXS.A,USD,0.0
STZ.N,USD,386.6
SUI.N,USD,4444.48
SUNS.OQ,USD,462.01
SUPN.OQ,USD,1405.89
SVC.OQ,USD,-460.54
SVCO.OQ,USD,-938.51
SVRA.OQ,USD,0.0
SVV.N,USD,948.2
SW.N,USD,-1778.7
SWBI.OQ,USD,0.0
SWIM.OQ,USD,0.0
SWK.N,USD,-1433.35
SWKH.OQ,USD,0.0
SWKS.OQ,USD,-2053.2
SWX.N,USD,2683.7
SXC.N,USD,0.0
SXI.N,USD,4245.59
SXT.N,USD,888.43
SYBT.OQ,USD,0.0
SYF.N,USD,-4444.15
SYK.N,USD,-213.04
SYNA.OQ,USD,-2305.73
SYRE.OQ,USD,3262.42
SYY.N,USD,1679.21
T.N,USD,1332.07
TALK.OQ,USD,0.0
TALO.N,USD,-1258.05
TAP.N,USD,1021.42
TARA.OQ,USD,0.0
TARS.OQ,USD,1938.37
TBBK.OQ,USD,-1839.58
TBCH.OQ,USD,0.0
TBI.N,USD,0.0
TBPH.OQ,USD,0.0
TBRG.OQ,USD,375.12
TCBI.OQ,USD,630.38
TCBK.OQ,USD,0.0
TCBX.N,USD,119.21
TCI.N,USD,0.0
TCMD.OQ,USD,0.0
TCX.OQ,USD,258.13
TDAY.N,USD,0.0
TDC.N,USD,-1596.66
TDG.N,USD,1801.61
TDOC.N,USD,-1851.77
TDS.N,USD,2094.89
TDUP.OQ,USD,-1452.19
TDW.N,USD,-1190.73
TDY.N,USD,3402.9
TE.N,USD,-849.79
TEAD.OQ,USD,0.0
TEAM.OQ,USD,-1232.76
TECH.OQ,USD,585.98
TECX.OQ,USD,0.0
TEM.OQ,USD,-1800.13
TENB.OQ,USD,-1447.03
TER.OQ,USD,975.39
TERN.OQ,USD,1371.48
TEX.N,USD,-839.72
TFC.N,USD,101.17
TFIN.N,USD,0.0
TFSL.OQ,USD,0.0
TFX.N,USD,-306.49
TG.N,USD,0.0
TGLS.N,USD,-2643.96
TGNA.N,USD,998.41
TGT.N,USD,-250.05
TGTX.OQ,USD,843.31
TH.OQ,USD,0.0
THC.N,USD,978.5
THFF.OQ,USD,2976.06
THG.N,USD,1277.61
THO.N,USD,-1429.73
THR.N,USD,119.08
THRM.OQ,USD,0.0
THRY.OQ,USD,-738.85
TIC.N,USD,0.0
TIGO.OQ,USD,1258.63
TILE.OQ,USD,124.76
TIPT.OQ,USD,0.0
TITN.OQ,USD,0.0
TJX.N,USD,2192.58
TK.N,USD,708.47
TKNO.OQ,USD,-768.17
TKO.N,USD,1524.87
TKR.N,USD,913.71
TLN.OQ,USD,0.0
TLS.OQ,USD,0.0
TLSI.OQ,USD,0.0
TMCI.OQ,USD,0.0
TMDX.OQ,USD,562.16
TMHC.N,USD,925.08
TMO.N,USD,982.01
TMP.A,USD,0.0
TMUS.OQ,USD,913.37
TNC.N,USD,345.82
TNDM.OQ,USD,1421.2
TNET.N,USD,-1676.03
TNGX.OQ,USD,2924.28
TNK.N,USD,1620.58
TNL.N,USD,-408.45
TNXP.OQ,USD,-726.5
TOI.OQ,USD,92.65
TOL.N,USD,981.78
TOST.N,USD,-1478.36
TOWN.OQ,USD,829.08
TPB.N,USD,638.89
TPC.N,USD,-1837.11
TPG.OQ,USD,-1350.71
TPH.N,USD,981.82
TPL.N,USD,1055.03
TPR.N,USD,879.5
TR.N,USD,2330.64
TRAK.N,USD,0.0
TRC.N,USD,625.98
TRDA.OQ,USD,1458.28
TREE.OQ,USD,-1060.72
TREX.N,USD,-783.56
TRGP.N,USD,1012.58
TRIP.OQ,USD,-1176.16
TRMB.OQ,USD,-2759.33
TRMK.OQ,USD,913.31
TRN.N,USD,1049.03
TRNO.N,USD,1920.46
TRNS.OQ,USD,-999.95
TROW.OQ,USD,-1116.17
TROX.N,USD,-1823.55
TRS.OQ,USD,1250.62
TRST.OQ,USD,0.0
TRTX.N,USD,0.0
TRU.N,USD,-2606.23
TRUP.OQ,USD,-1969.76
TRV.N,USD,1885.05
TRVI.OQ,USD,242.16
TSBK.OQ,USD,0.0
TSCO.OQ,USD,661.14
TSE.N,USD,-182.59
TSHA.OQ,USD,2110.66
TSLA.OQ,USD,-2618.03
TSN.N,USD,1662.4
TSSI.OQ,USD,0.0
TT.N,USD,898.75
TTAM.N,USD,422.47
TTC.N,USD,933.46
TTD.OQ,USD,-1260.93
TTEC.OQ,USD,-349.16
TTEK.OQ,USD,-1035.53
TTGT.OQ,USD,-563.43
TTI.N,USD,-846.93
TTMI.OQ,USD,1008.63
TTWO.OQ,USD,961.93
TUSK.OQ,USD,0.0
TVGN.OQ,USD,0.0
TVRD.OQ,USD,0.0
TVTX.OQ,USD,511.69
TW.OQ,USD,989.7
TWI.N,USD,0.0
TWLO.N,USD,-1402.49
TWO.N,USD,-2132.51
TWST.OQ,USD,957.36
TXG.OQ,USD,1917.11
TXN.OQ,USD,-2132.09
TXNM.N,USD,4213.02
TXRH.OQ,USD,896.22
TXT.N,USD,931.91
TYL.N,USD,-1708.37
TYRA.OQ,USD,0.0
TZOO.OQ,USD,-647.72
U.N,USD,-1815.39
UA.N,USD,-2091.37
UAA.N,USD,-1952.99
UAL.OQ,USD,-3338.64
UAMY.A,USD,0.0
UBER.N,USD,-2555.32
UBFO.OQ,USD,0.0
UBSI.OQ,USD,941.79
UCB.N,USD,164.08
UCTT.OQ,USD,-546.28
UDMY.OQ,USD,-940.73
UDR.N,USD,984.39
UE.N,USD,874.47
UEC.A,USD,911.93
UFCS.OQ,USD,0.0
UFPI.OQ,USD,520.96
UFPT.OQ,USD,-1612.42
UGI.N,USD,1569.2
UHAL.N,USD,466.01
UHALb.N,USD,-950.88
UHS.N,USD,-1462.29
UHT.N,USD,2033.95
UI.N,USD,113.76
UIS.N,USD,-267.38
ULCC.OQ,USD,-1325.7
ULH.OQ,USD,123.93
ULTA.OQ,USD,961.9
UMBF.OQ,USD,-282.52
UMH.N,USD,3684.03
UNB.OQ,USD,0.0
UNF.N,USD,3597.31
UNFI.N,USD,1795.43
UNH.N,USD,2299.54
UNIT.OQ,USD,-940.11
UNM.N,USD,752.78
UNP.N,USD,1130.22
UNTY.OQ,USD,0.0
UPB.OQ,USD,-840.09
UPBD.OQ,USD,-833.77
UPS.N,USD,869.17
UPST.OQ,USD,-951.46
UPWK.OQ,USD,-1247.24
URBN.OQ,USD,-3839.76
URGN.OQ,USD,1420.77
URI.N,USD,-2063.14
USAR.OQ,USD,1534.07
USAU.OQ,USD,0.0
USB.N,USD,996.16
USCB.OQ,USD,0.0
USFD.N,USD,874.04
USGO.OQ,USD,119.76
USLM.OQ,USD,350.5
USNA.N,USD,0.0
USPH.N,USD,0.0
UTHR.OQ,USD,4264.66
UTI.N,USD,2707.07
UTL.N,USD,1631.8
UTMD.OQ,USD,0.0
UTZ.N,USD,279.0
UUUU.A,USD,1830.39
UVE.N,USD,0.0
UVSP.OQ,USD,0.0
UVV.N,USD,0.0
UWMC.N,USD,-3423.95
V.N,USD,814.84
VABK.OQ,USD,0.0
VAC.N,USD,-966.69
VAL.N,USD,-1521.27
VALU.OQ,USD,0.0
VC.OQ,USD,-3344.98
VCEL.OQ,USD,-1798.53
VCTR.OQ,USD,-2615.71
VCYT.OQ,USD,-918.12
VECO.OQ,USD,1471.58
VEEV.N,USD,-1155.06
VEL.N,USD,1497.43
VERA.OQ,USD,3651.3
VERX.OQ,USD,-2396.73
VFC.N,USD,-1549.37
VGAS.OQ,USD,0.0
